id,current_user_id,app_id,app_version,device_type,player_id,store,platform,created_at,updated_at,ud_id
4730886,,3,4.2.0.7,2107113SG,af5802fd-8c82-499a-9aee-f4e199f94d39,Bazzar,ANDROID,2023-10-09 16:48:07,2023-10-09 16:48:07,ddbf4988b23fd3ce
4730885,,3,4.1.2,SM-G920F,488d91fb-281a-48d0-a928-9e515f168ff9,Bazzar,ANDROID,2023-10-09 16:01:17,2023-10-09 16:01:17,45e3bce026bdfc8d
4730884,,3,4.2.0.7,SM-P555,f0b26a0b-f957-4f7a-b5d4-a532ef27f176,Bazzar,ANDROID,2023-10-08 16:26:52,2023-10-08 16:26:52,9bb71cbc04fa046f
4730883,,3,4.1.2,SM-A225F,a1c881ea-eb37-431a-b795-fc1f6a84f9b4,Bazzar,ANDROID,2023-10-07 21:41:53,2023-10-07 21:41:53,1683e1595cd22bf6
4730882,,3,4.2.0.11,SM-G935F,08d550f8-5ddb-4fdb-8c2d-b49cd5ba7a05,GooglePlayStore,ANDROID,2023-10-07 19:54:05,2023-10-07 19:54:05,2fff69f4d035c9d0
4730881,,3,4.2.0.7,SM-G950F,f9f94815-5afd-4247-b97c-a40a33257e48,Bazzar,ANDROID,2023-10-06 17:53:50,2023-10-06 17:53:50,16f0f2a26908f821
4730880,,3,4.1.3,SM-T585,736399d8-f6ba-43ee-9df6-bdf58ce14590,Bazzar,ANDROID,2023-10-05 13:51:53,2023-10-05 13:51:53,d1526f4a31101605
4730879,,3,4.2.0.4,SM-A546E,414ae202-a9a1-4101-a10b-d2c378a87ad8,WebSite,ANDROID,2023-10-03 20:30:17,2023-10-03 20:30:17,fbb488afd2b02f0e
4730878,,3,4.2.0.7,SM-A705F,46c1d095-6a2d-4dcc-9654-fab0c3e0e4f2,Bazzar,ANDROID,2023-10-02 21:07:20,2023-10-02 21:07:20,1adb037f46a8562c
4730877,,3,4.2.0.7,SM-G950F,a3e02566-7daf-448c-baea-2d49f77c52c4,Bazzar,ANDROID,2023-10-02 19:03:48,2023-10-02 19:03:48,45dc21e96c014f4e
4730876,,3,4.2.0.4,SM-J600F,63ba76d0-6d21-4073-a027-605ee08b3d09,Bazzar,ANDROID,2023-10-01 18:38:14,2023-10-01 18:38:14,c291e38da7847818
4730875,,3,4.2.0.4,SM-A720F,2aabd038-de09-4d89-a326-23f2313e7056,Bazzar,ANDROID,2023-09-30 20:11:13,2023-09-30 20:11:13,a37098da8916ab89
4730874,,3,3.2.4,iPhone 6 Plus,4d2e8e6b-e805-4feb-bd67-0b1d9964cbf0,App Store,IOS,2023-09-29 05:24:27,2023-09-29 05:24:27,
4730873,,3,4.2.0.7,SM-A305F,978e1541-9a33-4a8d-ae5c-9aa3d1479461,Bazzar,ANDROID,2023-09-28 13:05:17,2023-09-28 13:05:17,953aa41c5057d769
4730872,,3,4.2.0.7,SM-G990E,ec20d256-273c-4c91-a253-f9cad384542d,Bazzar,ANDROID,2023-09-28 07:40:34,2023-09-28 07:40:34,6810061a09c99217
4730871,,3,4.1.3,SM-G950F,4e18f970-5e7b-4bf6-980a-cdb8d2f1fac0,Bazzar,ANDROID,2023-09-27 19:32:06,2023-09-27 19:32:06,13f9663e930f1b79
4730870,,3,4.2.0.7,Redmi Note 4,208f29bb-1bb2-4349-9016-4ace9d140523,Bazzar,ANDROID,2023-09-25 06:41:19,2023-09-25 06:41:19,e1f59023268a6fb3
4730869,,3,4.0.4,SM-G973F,2b9fdd75-8227-4c6f-8223-88a1c811f3a6,Bazzar,ANDROID,2023-09-22 11:53:55,2023-09-22 11:53:55,047326ce32b26616
4730868,,3,4.2.0.4,SM-G975F,4ea77887-1336-4652-b1e2-f0cf3d2bcb78,Myket,ANDROID,2023-09-21 17:43:13,2023-09-21 17:43:13,4c6d4dbfd1e478c8
4730867,,3,4.1.3,WAS-LX1A,2174b60d-442e-4314-a388-e5a92352f6d0,Bazzar,ANDROID,2023-09-20 06:09:50,2023-09-20 06:09:50,aa6055cfc3c29c3f
4730866,,3,4.2.0.7,SM-A710F,4986387f-609b-4533-aa79-36a75cd888af,Bazzar,ANDROID,2023-09-19 10:38:22,2023-09-19 10:38:22,86d0e7993d7e50e5
4730865,,3,4.1.3,SM-J700H,174c9e1e-8c68-45c2-9b5f-f597dccad43f,Bazzar,ANDROID,2023-09-19 03:06:29,2023-09-19 03:06:29,686a94b0b46ab59d
4730864,,3,4.2.0.4,SM-G950F,373873e3-2379-4874-83fb-1decfc661218,WebSite,ANDROID,2023-09-18 17:58:09,2023-09-18 17:58:09,f691ab17792f5a24
4730863,,3,4.2.0.4,SM-A705FN,6586866f-e509-4bc1-9a02-59ff789c9fb0,Bazzar,ANDROID,2023-09-17 10:17:54,2023-09-17 10:17:54,5f03a0804448d991
4730862,,3,4.2.0.4,SM-N960F,23bbaca8-d90d-415d-bfae-1011d40e2282,WebSite,ANDROID,2023-09-17 02:57:54,2023-09-17 02:57:54,3473b50bbedba436
4730861,,3,4.4.0.4,SM-A920F,6e13fda1-5531-4713-91a4-3aae64903b73,GooglePlayStore,ANDROID,2023-09-16 14:49:36,2023-09-16 14:49:36,5730922d2b39ddaa
4730860,,3,4.2.0.7,HUAWEI MLA-L11,d08e01cf-2ba6-40e9-a2f3-185d95e5f378,Bazzar,ANDROID,2023-09-16 05:48:08,2023-09-16 05:48:08,a5b09245c53e0a70
4730859,,3,3.2.4,iPhone 6,b1424866-45ae-4a10-a7a4-7b35da7f36ae,App Store,IOS,2023-09-14 21:07:09,2023-09-14 21:07:09,
4730858,,3,4.2.0.7,SM-A720F,c9b84355-07fb-4b10-80e2-d0f3d3350f25,Bazzar,ANDROID,2023-09-14 09:37:03,2023-09-14 09:37:03,10a8d511d3b55222
4730857,,3,4.2.0.4,SM-G930F,86e8201b-94fb-48ea-abd6-36fd3d9597a3,Bazzar,ANDROID,2023-09-14 04:00:20,2023-09-14 04:00:20,7f79ce3c4a030105
4730856,,3,4.0.3,BAC-L21,be4d4947-801a-4496-ad01-654dac34c080,GooglePlayStore,ANDROID,2023-09-13 14:11:05,2023-09-13 14:11:05,73670cddac215f1c
4730855,,3,4.2.0.7,INE-LX2,5c72dda8-456e-43f9-9148-553dbeedc72e,Bazzar,ANDROID,2023-09-11 01:51:27,2023-09-11 01:51:27,e2d3450428c149a2
4730854,,3,4.2.0.4,SM-G950F,5b7c0a74-126e-4e8d-bb41-c036b524119d,Bazzar,ANDROID,2023-09-10 23:41:59,2023-09-10 23:41:59,9da46904ff845456
4730853,,3,4.1.3,SM-A520F,c4d07c20-7e14-4bb2-a39f-0e96cb7ede20,Bazzar,ANDROID,2023-09-10 18:46:37,2023-09-10 18:46:37,b6307dda1c798fa9
4730852,,3,4.0.4,SM-A500H,50831f71-5b5b-4c4e-a01e-599f9f98f47f,Bazzar,ANDROID,2023-09-10 14:25:18,2023-09-10 14:25:18,e3614369fbcfdb5c
4730851,,3,3.2.4,"iPhone9,1",18f94df9-f370-4f70-88d8-6cc81c3cc7d9,App Store,IOS,2023-09-10 02:20:27,2023-09-10 02:20:27,
4730850,,3,4.1.2,SM-G935F,5ca06176-3cff-42fe-91ee-ea980b3d3f5d,Bazzar,ANDROID,2023-09-09 20:18:58,2023-09-09 20:18:58,3961076cce71609
4730849,,3,4.2.0.7,SM-J530F,67c1d352-4cf4-4b05-b728-4e45d1d1edac,Bazzar,ANDROID,2023-09-08 19:40:14,2023-09-08 19:40:14,1ddfa8487543df4c
4730848,,3,4.2.0.4,SM-G950F,c7a7103d-4629-484d-97bd-78dc7050d776,Bazzar,ANDROID,2023-09-08 11:36:04,2023-09-08 11:36:04,a1bfc3c44b838a34
4730847,,3,4.2.0.7,SM-G955F,fe53f86d-132c-4bd1-aa51-185d02ca9853,Bazzar,ANDROID,2023-09-07 21:24:49,2023-09-07 21:24:49,5f9719ea68c71250
4730846,,3,4.1.3,SM-T555,be8e7974-ad8f-4791-97f5-e64f52f06a7c,Bazzar,ANDROID,2023-09-07 08:53:12,2023-09-07 08:53:12,161f02156f43660
4730845,,3,4.0.4,LG-K520,0588bcea-8d8b-409b-8fa2-9fe92b48326c,Bazzar,ANDROID,2023-09-06 22:28:23,2023-09-06 22:28:23,b76c5eb006867bb6
4730844,,3,4.2.0.4,SM-J730F,913d7589-b095-48be-a5f1-0eb9bc2afd63,Bazzar,ANDROID,2023-09-05 20:57:11,2023-09-05 20:57:11,b36c0813f2aff784
4730843,,3,4.2.0.5,SM-G950F,808f6d18-e17e-4d06-9853-96126d120225,Freeket,ANDROID,2023-09-05 17:50:57,2023-09-05 17:50:57,74bb492355a3d7fa
4730842,,3,4.2.0.4,SM-N986B,7bfb9d5c-25f7-4cc3-a738-83eb74bc5a09,WebSite,ANDROID,2023-09-04 20:34:20,2023-09-04 20:34:20,b4c3833122d45f9b
4730841,,3,4.2.0.7,SM-A528B,dc25ffef-6ef3-4f69-af66-ed6985660085,Bazzar,ANDROID,2023-09-04 20:21:45,2023-09-04 20:21:45,de47732a0a5ef3d2
4730840,,3,4.2.0.7,SM-J510F,740548f5-d7ed-418c-ab2e-02f5402b9a10,Bazzar,ANDROID,2023-09-04 19:08:14,2023-09-04 19:08:14,748a39c28b15f111
4730839,,3,4.2.0.7,SM-G950F,d74a50a6-cf7d-4b21-8433-34c47c77de6d,Bazzar,ANDROID,2023-09-03 22:39:47,2023-09-03 22:39:47,4e8b24de8d6688cd
4730838,,3,4.1.2,M2101K6I,f6668069-7213-40ea-a9da-f7f63011c7a6,Bazzar,ANDROID,2023-09-02 16:40:33,2023-09-02 16:40:33,e53e9ff596138cf4
4730837,,3,4.0.3,SM-A528B,f80baf36-ce0f-49ec-bded-fc0075cf48ae,GooglePlayStore,ANDROID,2023-09-02 06:05:07,2023-09-02 06:05:07,7573a9856473441f
4730836,,3,4.0.3,SM-G960F,e008f8cb-80c0-41aa-9be5-963d82dfba5f,GooglePlayStore,ANDROID,2023-09-01 01:14:32,2023-09-01 01:14:32,42ca65d8e33aaf4f
4730835,,3,4.0.4,SM-G955F,142ca55f-a27b-41a3-a928-577c553c1a85,Bazzar,ANDROID,2023-08-31 19:17:15,2023-08-31 19:17:15,917965dfe02de275
4730834,,3,4.1.2,SM-G930F,fb473008-f377-4a00-9ee5-2f748189c5dc,Bazzar,ANDROID,2023-08-30 23:45:29,2023-08-30 23:45:29,c7c1e2096bc943f2
4730833,,3,4.2.0.7,SM-G955F,e984251f-efab-479b-b450-878c0052d02b,Bazzar,ANDROID,2023-08-30 00:31:08,2023-08-30 00:31:08,31d13fcfe82089ed
4730832,,3,3.2.4,"iPhone9,2",cbbfccc7-f0d4-4308-977c-dc18b0799208,App Store,IOS,2023-08-28 12:03:16,2023-08-28 12:03:16,
4730831,,3,4.2.0.4,SM-G920F,6ad195da-caf3-49f1-97c5-0570c42ddf57,Bazzar,ANDROID,2023-08-28 09:13:40,2023-08-28 09:13:40,29b601f3a2bdf2cd
4730830,,3,4.0.3,SM-G780F,c197e091-a21d-40c8-ba64-29e82cde0a24,GooglePlayStore,ANDROID,2023-08-27 22:13:13,2023-08-27 22:13:13,2cf8717bbf917c99
4730829,,3,4.1.3,SM-J530F,16091044-1d3a-48c0-b0df-4bf3950e1e17,Bazzar,ANDROID,2023-08-26 23:56:41,2023-08-26 23:56:41,aa88e44fc6053d04
4730828,,3,4.2.0.4,SM-G998B,92eb7493-f7a7-47ec-bded-46b4815f3eed,Myket,ANDROID,2023-08-25 13:50:22,2023-08-25 13:50:22,90385dde70940fd2
4730827,,3,4.1.3,ALP-L29,1e5dfec6-6d7b-44b2-a742-ff67859f8de3,Bazzar,ANDROID,2023-08-25 09:38:44,2023-08-25 09:38:44,cfc676c64a0603da
4730826,,3,4.2.0.7,SM-A710F,1e070dba-d058-4caa-b5a6-effa0eaf9d5c,Bazzar,ANDROID,2023-08-24 18:37:29,2023-08-24 18:37:29,316a2b76f8d5cf49
4730825,,3,4.1.2,2209116AG,40b94f69-752d-4871-a74d-5d4315e5f1f6,Bazzar,ANDROID,2023-08-23 23:11:22,2023-08-23 23:11:22,95c82153b3493158
4730824,,3,4.2.0.1,SM-A520F,1bed7cdb-7c6e-499f-b645-8ce6782e68e9,Bazzar,ANDROID,2023-08-23 20:34:17,2023-08-23 20:34:17,d1fb66dd4aa053e
4730823,,3,4.1.3,SM-A720F,d8ca4d2c-0dee-466f-9358-8ce89865e3a9,Bazzar,ANDROID,2023-08-23 12:01:29,2023-08-23 12:01:29,f4e5664383bfb44
4730822,,3,4.2.0.4,SM-G998B,1b4d5d4a-1793-4acb-86aa-069ca1639902,Bazzar,ANDROID,2023-08-23 00:14:06,2023-08-23 00:14:06,1de165affb31c52d
4730821,,3,4.2.0.7,WAS-LX1A,c6e026bf-4982-419a-a34e-79087731a2a0,Bazzar,ANDROID,2023-08-23 00:13:31,2023-08-23 00:13:31,a17e959ebf65edc6
4730820,,3,4.2.0.7,SM-A530F,bc3abd5e-32e4-448f-b080-7bf85ba7b6eb,Bazzar,ANDROID,2023-08-22 18:42:23,2023-08-22 18:42:23,72a4d668f1066812
4730819,,3,4.2.0.7,SM-A720F,8193bc6d-d296-4879-937f-83c1003e7bb4,Bazzar,ANDROID,2023-08-22 17:15:52,2023-08-22 17:15:52,80933dc1ee6038b6
4730818,,3,4.1.3,SM-G780F,a2ae3810-4d37-46d1-b000-c6375f4e3875,Bazzar,ANDROID,2023-08-20 14:23:21,2023-08-20 14:23:21,0fdb05448ab541e4
4730817,,3,4.0.3,OnePlus8Pro,6f8f1d0f-a088-4a8f-b76b-8f653771db92,GooglePlayStore,ANDROID,2023-08-19 16:19:57,2023-08-19 16:19:57,24e1029b3fe264c6
4730816,,3,4.0.3,unknown,dfb93821-0f8a-494a-9f36-2414d846372c,GooglePlayStore,ANDROID,2023-08-18 05:55:52,2023-08-18 05:55:52,790afdb3e551c282
4730815,,3,4.1.2,SM-G955F,1dc1c193-e9c4-48ef-ad1c-1cd12c5b758a,Bazzar,ANDROID,2023-08-16 02:33:23,2023-08-16 02:33:23,40d2ca373c4918b4
4730814,,3,4.0.3,SM-N920C,b20c7cae-4c9e-4e60-a453-fe1a728fa276,GooglePlayStore,ANDROID,2023-08-15 13:52:59,2023-08-15 13:52:59,6a59d8fbd3aa7c7f
4730813,,3,4.0.3,2201117TG,7df5566e-2225-4c22-ae3a-93944fd7b356,GooglePlayStore,ANDROID,2023-08-14 12:24:24,2023-08-14 12:24:24,f3a7ff6a8fae895f
4730812,,3,4.2.0.3,BLA-L29,91629662-1770-4c1b-9e82-814b3ba70822,Bazzar,ANDROID,2023-08-14 07:38:34,2023-08-14 07:38:34,91c6284eb481c5a0
4730811,,3,4.0.4,SM-J200F,870a3198-0f5a-428b-910d-b86bedbc130d,Bazzar,ANDROID,2023-08-12 20:49:22,2023-08-12 20:49:22,86adcc51f1955eb3
4730810,,3,4.0.4,SM-C7000,141f157e-e034-4b67-bf97-984cc5d30ed1,Bazzar,ANDROID,2023-08-11 22:08:30,2023-08-11 22:08:30,aa7dbb1fbbf486c5
4730809,,3,4.0.3,HTC_D530u,425eaddd-ff16-420e-af3e-455cf9993a61,Bazzar,ANDROID,2023-08-09 19:14:14,2023-08-09 19:14:14,d7984f35d416fd09
4730808,,3,4.0.3,SM-G531H,efeef3b1-4873-4c68-9003-ab46292e2337,GooglePlayStore,ANDROID,2023-08-09 15:12:08,2023-08-09 15:12:08,67adc823110a156e
4730807,,3,4.2.0.4,SM-A125F,9eed7feb-85c4-4be9-83ec-7bd0309dd120,Bazzar,ANDROID,2023-08-09 07:18:33,2023-08-09 07:18:33,1ae52af1e724656e
4730806,,3,4.2.0.7,SM-G955F,3afc728b-9b38-4798-a4db-185cb9d371c1,Bazzar,ANDROID,2023-08-08 15:45:43,2023-08-08 15:45:43,b16a7dbfac85b916
4730805,,3,4.2.0.4,IM-100GN,8bc326ae-9d12-4b97-9525-142e82227cd4,WebSite,ANDROID,2023-08-08 15:44:39,2023-08-08 15:44:39,74259583b4ea050
4730804,,3,4.0.3,SM-A505F,6e56e786-b8f3-47a8-940c-5c705bff53c1,Bazzar,ANDROID,2023-08-08 00:04:19,2023-08-08 00:04:19,fcfdfeaab99934bb
4730803,,3,4.1.2,HTC One max,79c8e897-29fd-486c-b912-f41c8cc7b05f,Bazzar,ANDROID,2023-08-07 21:48:54,2023-08-07 21:48:54,ed704a99c12e568f
4730802,,3,4.2.0.7,SM-G950F,e9a21a58-7480-48f5-84de-b8a387866057,Bazzar,ANDROID,2023-08-07 14:40:26,2023-08-07 14:40:26,99fa7a8ec9841aa6
4730801,,3,4.1.2,SM-P615,ece08a95-f9f5-4559-87b6-9633440c35d0,Bazzar,ANDROID,2023-08-07 01:11:58,2023-08-07 01:11:58,593457693dc71ad5
4730800,,3,4.1.3,SM-G570F,2ed38d6a-e391-4ffb-a8dd-9ca74890082d,Bazzar,ANDROID,2023-08-05 17:00:51,2023-08-05 17:00:51,ffa229f55ca1cd77
4730799,,3,4.2.0.11,SM-G780F,35d250dd-17d6-4656-b1b0-4b05e7aac010,GooglePlayStore,ANDROID,2023-08-02 21:55:57,2023-08-02 21:55:57,a1669ca957bcb4b0
4730798,,3,4.2.0.7,SM-A750F,c116621b-b502-41d7-8d17-0cefbbcbe690,Bazzar,ANDROID,2023-08-02 16:23:41,2023-08-02 16:23:41,4d4142f14738b43d
4730797,,3,4.1.3,G3412,d1118447-fcb3-41da-a117-fe4f425be1d8,Bazzar,ANDROID,2023-08-02 10:03:43,2023-08-02 10:03:43,2b462008b42eb14a
4730796,,3,4.2.0.7,SM-A035F,07c19df8-ab80-4561-af34-e8edc2d3b15d,Bazzar,ANDROID,2023-08-01 15:56:20,2023-08-01 15:56:20,c9b7b26d2e1a1102
4730795,,3,4.2.0.4,INE-LX1r,80ba5d0e-eb00-40ba-9f0c-1bd16f501825,WebSite,ANDROID,2023-08-01 11:57:14,2023-08-01 11:57:14,3cbec3c38715b7b3
